Model_Index,Bird_Species,Wiki_Summary
1385,Picoides Dorsalis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1386,Picus Canus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1387,Picus Viridis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1388,Sphyrapicus Nuchalis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1389,Sphyrapicus Ruber,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1390,Sphyrapicus Thyroideus,Summary currently unavailable.
1391,Sphyrapicus Varius,Summary currently unavailable.
1392,Aulacorhynchus Prasinus,Summary currently unavailable.
1393,Pteroglossus Castanotis,Summary currently unavailable.
1394,Pteroglossus Torquatus,Summary currently unavailable.
1395,Ramphastos Ambiguus,Summary currently unavailable.
1396,Ramphastos Sulfuratus,Summary currently unavailable.
1397,Ramphastos Toco,Summary currently unavailable.
1398,Aechmophorus Clarkii,Summary currently unavailable.
1399,Aechmophorus Occidentalis,Summary currently unavailable.
1400,Podiceps Auritus,Summary currently unavailable.
1401,Podiceps Cristatus,Summary currently unavailable.
1402,Podiceps Grisegena,Summary currently unavailable.
1403,Podiceps Major,Summary currently unavailable.
1404,Podiceps Nigricollis,Summary currently unavailable.
1405,Podilymbus Podiceps,Summary currently unavailable.
1406,Poliocephalus Poliocephalus,Summary currently unavailable.
1407,Rollandia Rolland,Summary currently unavailable.
1408,Tachybaptus Dominicus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1409,Tachybaptus Novaehollandiae,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1410,Tachybaptus Ruficollis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1411,Phoebastria Immutabilis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1412,Phoebastria Nigripes,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1413,Thalassarche Melanophris,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1414,Ardenna Creatopus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1415,Ardenna Grisea,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1416,Ardenna Pacifica,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1417,Calonectris Diomedea,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1418,Fulmarus Glacialis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1419,Macronectes Giganteus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1420,Cacatua Galerita,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1421,Cacatua Sanguinea,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1422,Cacatua Tenuirostris,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1423,Callocephalon Fimbriatum,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1424,Calyptorhynchus Banksii,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1425,Calyptorhynchus Funereus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1426,Eolophus Roseicapilla,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1427,Amazona Albifrons,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1428,Amazona Autumnalis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1429,Amazona Finschi,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1430,Amazona Viridigenalis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1431,Ara Ararauna,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1432,Ara Macao,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1433,Aratinga Nenday,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1434,Brotogeris Chiriri,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1435,Brotogeris Jugularis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1436,Eupsittula Canicularis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1437,Eupsittula Nana,Summary currently unavailable.
1438,Eupsittula Pertinax,Summary currently unavailable.
1439,Forpus Conspicillatus,Summary currently unavailable.
1440,Myiopsitta Monachus,Summary currently unavailable.
1441,Pionus Menstruus,Summary currently unavailable.
1442,Psittacara Erythrogenys,Summary currently unavailable.
1443,Psittacara Holochlorus,Summary currently unavailable.
1444,Psittacara Leucophthalmus,Summary currently unavailable.
1445,Psittacara Mitratus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1446,Agapornis Roseicollis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1447,Alisterus Scapularis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1448,Barnardius Zonarius,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1449,Cyanoramphus Novaezelandiae,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1450,Glossopsitta Concinna,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1451,Melopsittacus Undulatus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1452,Platycercus Adscitus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1453,Platycercus Elegans,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1454,Platycercus Eximius,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1455,Psephotus Haematonotus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1456,Psittacula Krameri,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1457,Trichoglossus Chlorolepidotus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1458,Trichoglossus Moluccanus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1459,Nestor Meridionalis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1460,Nestor Notabilis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1461,Eudyptula Minor,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1462,Pygoscelis Papua,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1463,Spheniscus Demersus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1464,Spheniscus Magellanicus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1465,Aegolius Acadicus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1466,Asio Flammeus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1467,Asio Otus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1468,Athene Brama,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1469,Athene Cunicularia,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1470,Athene Noctua,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1471,Bubo Africanus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1472,Bubo Bubo,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1473,Bubo Scandiacus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1474,Bubo Virginianus,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1475,Ciccaba Virgata,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1476,Glaucidium Brasilianum,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1477,Glaucidium Gnoma,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1478,Megascops Asio,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1479,Megascops Choliba,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1480,Megascops Kennicottii,Summary currently unavailable.
1481,Ninox Novaeseelandiae,Summary currently unavailable.
1482,Strix Aluco,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1483,Strix Nebulosa,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1484,Strix Uralensis,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1485,Strix Varia,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
1486,Surnia Ulula,This species is so rare or specific that Wikipedia doesn't have a direct page for it yet!
